created_at,url,full_text,user_id_str,user/location
Fri Nov 30 23:59:50 +0000 2018,https://twitter.com/shrimpsisbugz/status/1068655876117020672,"@NRATV @OliverLNorth Dude, you sold weapons to Iran. Take a seat.",792079794120826880, 
Fri Nov 30 23:59:24 +0000 2018,https://twitter.com/TheNifel/status/1068655767568420864,¿Como mierdas se supone que se va a meter esa madre enorme y superdetallada en proscenios y lonas oficiales donde iran mas logos de distintas instituciones y direcciones?,388318854,"Kentucky, KY"
Fri Nov 30 23:59:12 +0000 2018,https://twitter.com/no2censorship/status/1068655719476473857,"RT @jc_stubbs

NEW: After the #Iran'ian influence operation was exposed in August, @Bing_Chris and I went digging. Three months later we can finally show you what we found. A lot of it is weird, some of it is scary. Here's a thread with a few of the key parts  @Reuters",235224358,United States
Fri Nov 30 23:59:12 +0000 2018,https://twitter.com/Gettingtrump/status/1068655717949816832,"it isn't just NPR. FOX is involved in deep state spin about 75% of the time. The cluelessness of the Putin/Salman 'high five' (the arms deal the US will lose) was painful to watch.

They just said '2 murderers met'. But Iran and Turkey are fine. Follow the money...",848778839706750977,U.S.A
Fri Nov 30 23:59:10 +0000 2018,https://twitter.com/JohnMos52761211/status/1068655707749265408,@TeachThatAsh russa iran north korea mexico axis of evil.,816987847269851137,"Wyoming, WY"
Fri Nov 30 23:59:02 +0000 2018,https://twitter.com/1KevHamilton/status/1068655676749242368,@NRATV @OliverLNorth So where does illegally selling arms to Iran fit in?,633466989,U.S.A
Fri Nov 30 23:58:42 +0000 2018,https://twitter.com/RoAbana4/status/1068655592020037633,"@OscarNewestado @todonoticias @realDonaldTrump @mauriciomacri Que pena que Venezuela, Cuba,  Mongolia, Irán ya no son amigos nuestros, ahora tenemos a los picantes",778378593579704321,us
Fri Nov 30 23:58:20 +0000 2018,https://twitter.com/T_Railleur/status/1068655497983725569,"@jalalyw @KenRoth Saudi arabia was leading muslim world, then with its stance against Iran only sunnis, then with it stance against turkey only arab sunnis, then with its stance against  MB only gulf arab sunnis then after Qatar blocus. only itself plus fake Bahreïn state and abu Dhabi.",796371123923513346,U.S.A
Fri Nov 30 23:58:05 +0000 2018,https://twitter.com/Spikearoonie/status/1068655436847611904,"@NRATV @OliverLNorth You’re as wrong as you can be, Ollie. You have zero credibility anyway since you’ve proven numerous times you’ll do and say anything for money, even if it violates the law. (See Iran-Contra, see also NRA paycheck)",827992572257718272,U.S.A
Fri Nov 30 23:58:04 +0000 2018,https://twitter.com/NSM255/status/1068655431663435776,@chrislhayes Remember when Obama sent pallets of cash to Iran? That wasn't weird.  It was criminal,871056014250037248,VA
Fri Nov 30 23:57:24 +0000 2018,https://twitter.com/Bernimarin/status/1068655264474284033,Lo que no se entiende del reparto de entradas del River-Boca son esos casi 50.000 boletos (nada menos) para hinchas de ambos clubes que vivan fuera de Argentina. ¿Cómo se aseguran de que lleguen a esos aficionados? ¿Irán a comprar la entrada con la camiseta? ¿Y por Internet? https://t.co/WLAxwSlIEq,124563729,United States
Fri Nov 30 23:56:40 +0000 2018,https://twitter.com/anthonyjlauria/status/1068655079320952832,"@rkevan87 @KayTaylor3 @WhatMyWifeYells @DuaneEH @KimStrassel American policy for sale? Like Obama did with the Iran ""deal"" and Clinton did with Uranium One? Please, go peddle that crap elsewhere.",189598868,"Minnesota, MN"
Fri Nov 30 23:56:33 +0000 2018,https://twitter.com/AviLevine3/status/1068655051550466049,@IDFSpokesperson Let's continue to be good neighbors even to hezbollah and Iran. Let's show them thru understanding n compassion.,1067543660898729984,"Tucson, Arizona"
Fri Nov 30 23:56:18 +0000 2018,https://twitter.com/DennisRadcliff3/status/1068654989797715969,"Trump reverses restrictions on coal and oil.
Refuses to go the way of clean reusable energy. 
Pulls out of Paris climate agreement. 
Puts sanctions on Iran oil.
Russia, Saudi Arabia are biggest winners. 

This is Trump's payback to them for not releasing whatever they have on him",919540187335725058,"Maine, ME"
Fri Nov 30 23:56:15 +0000 2018,https://twitter.com/Shelshand/status/1068654976782594048,Iran moving forward with railway link to Syria via Iraq https://t.co/iNEXdHMZGn via @AlMonitor,443896512,"Detroit, Michigan"
Fri Nov 30 23:56:13 +0000 2018,https://twitter.com/TerreBresciani/status/1068654965831405568,Three Senior Executives at Defense Contracting Firms Charged with Scheme to Defraud the U.S. Military in Connection with $8 Billion Troop Supply Contract and with Violating the Iran Sanctions Regime    https://t.co/f0f1xUqnui,15945496,U.S.A
Fri Nov 30 23:56:07 +0000 2018,https://twitter.com/MiBanderaMiRey/status/1068654941366087682,@Sigridmdrd Y más que irán creciendo con el beneplácito de Soros.,253085384,U.S.A
Fri Nov 30 23:55:40 +0000 2018,https://twitter.com/HistoricoLa/status/1068654829776629762,@Mer8Tavo @AntonioMunozSVQ Si algún día sale ardiendo el burguer King por dicha anomalía medio ambiental los bomberos de pinomontano irán a apagar el incendio con garrafas de agua del Mercadona y mangueras del chino de enfrente @JuanEspadasSVQ que viene el cambio en las próximas elecciones,991769050236715008,us
Fri Nov 30 23:55:34 +0000 2018,https://twitter.com/AnnloMyles/status/1068654804707221504,"@RedHotSquirrel What about Saudi Arabia, Egypt, Syria,Iran, Irak China, India, Pakistan.......and so on? Africa?",939763274823987201,MD US
Fri Nov 30 23:55:28 +0000 2018,https://twitter.com/LudoTausch/status/1068654779637907456,@NLatUN @AliVaez @CrisisGroup Not in my name! Iran is terror state. Dutch at wrong side of history. This will hit the future history books.... Wij hebben niets geleerd. https://t.co/jlpjoXDARI,1104171800,"Philadelphia, Pennsylvania"
Fri Nov 30 23:55:19 +0000 2018,https://twitter.com/SageRagnar/status/1068654738693066752,@Alotaibi660 @PersianSunni Oh you didn't hear about last week? Iran has desperately been trying to be friends with Saudis but Saudis still blame them for shit. Either way you're all gonna double cross and play any angles. https://t.co/DhujxPtvDM,5516892,"South Dakota, SD"
Fri Nov 30 23:55:17 +0000 2018,https://twitter.com/INQUIRERSports/status/1068654732179312640,"Gilas can’t carry baggage from Kazakhstan loss into crucial Iran clash, says Guiao | @BLozadaINQ #FIBAWCQ  https://t.co/fOUeuhsuWw",89137989,"Colorado, CO"
Fri Nov 30 23:55:04 +0000 2018,https://twitter.com/erikamaradiaga2/status/1068654676026056704,"Caifanes , enanitos verdes , Irán del Castillo Fey , la Pau @fervarelahn @ca_acosta , rolooonnnn , en mi cama Cantó yo",2987927559,WA
Fri Nov 30 23:55:03 +0000 2018,https://twitter.com/REQUIEMDDD/status/1068654671567286272,@rolandparis @globeandmail China ambassador to Iran initiating efforts with the rest of UNSC something you might look into as joint effort. Russia ambassador Vladimir Dedushkin offer of help is strategic asset.,837428123499048960,Missouri
Fri Nov 30 23:54:54 +0000 2018,https://twitter.com/titi_iran/status/1068654634682658816,"@apparapa_ohanac あーやっぱりいい  いい
次のやつにしよう！",2208924648,"Los Angeles, California"
Fri Nov 30 23:54:40 +0000 2018,https://twitter.com/ThatSquidlyGuy/status/1068654577325461505,"Tehran, Tehran, Iran
#iran #jomhuriyeeslāmiyeirān #persia #tehran #تهران https://t.co/hyHQcAgpFH",409930554,LA US
Fri Nov 30 23:54:25 +0000 2018,https://twitter.com/Cyan2006/status/1068654514775969793,"@PeteErkin Nix Pulverfass......spätestens wenn die Wahlen in der #Ukraine vorbei sind, wird es wieder ein vergessener Konflikt werden. 
Pulverfässer sehe ich eher in #Syrien und dem #Iran 
#Trump #Putin",42617438,NV US
Fri Nov 30 23:54:15 +0000 2018,https://twitter.com/iran_tahi/status/1068654471956307969,"Me he puesto a pensar que hago mas teorias de Aristemo en twitter, que cuando mi maestro de la prepa o la uni me las pedian en metodologia de la investigación  CONFIANZA ARISTEMO",351900040,"Omaha, Nebraska"
Fri Nov 30 23:53:48 +0000 2018,https://twitter.com/cskvelasquez/status/1068654359536443392,@coord_electrico irán?,724248039410552833,"Kentucky, KY"
Fri Nov 30 23:53:43 +0000 2018,https://twitter.com/alvrugal_2304/status/1068654336593534976,Si se ríen se irán al infierno.,141742288,Washington
Fri Nov 30 23:53:40 +0000 2018,https://twitter.com/AlejandroLuca_/status/1068654324107104258,"@Solanopo Se acuerdan a Cristina con Maduro / Lula / Correa e Irán???
 Bueno, ahora comparen con el primer mundo...
No merecemos vivir bien? No merecemos un futuro mejor? 
Tenemos que soportar a estos populistas Ladrones??? 
Hay un Mundo Mejor y no es el POPULISMO. https://t.co/xrLssnLry2",1504337448,Idaho
Fri Nov 30 23:53:30 +0000 2018,https://twitter.com/aradberg/status/1068654285402066944,This lovefest is quite strange - MBS supposedly major goals is fighting Iran which are the best partners of Putin in the Middle East,32424872,Vermont
Fri Nov 30 23:53:15 +0000 2018,https://twitter.com/titi_iran/status/1068654221006782465,@apparapa_ohanac あ、本当？もしかしていけるかな,2208924648,"Fort Worth, Texas"
Fri Nov 30 23:53:07 +0000 2018,https://twitter.com/BambuAdicto/status/1068654185107865600,🎶 Hay miradas que te dicen tanto 🐼 Que te hacen soñar 🎵 Madrugadas que jamas terminan 🎼 Que nunca se irán,32122933,"Nashville-Davidson, Tennessee"
Fri Nov 30 23:52:21 +0000 2018,https://twitter.com/richardperry2/status/1068653995273609216,"Israel attack Iranian &amp; Hezbollah sites in Syria!
Revelation's 2nd Seal IRAN War soon.
 #prophecy https://t.co/TESHKzNqIX",62323842,"Utah, UT"
Fri Nov 30 23:52:09 +0000 2018,https://twitter.com/Menetar1/status/1068653943344046081,"@Profiainstewart @YouTube In Iran,in the Kermanshah region tow earthquakes of7.3 &amp;6.5magnitudes and hundreds aftershocks occured from November2017to date
Compared to the 2003Bam earthquake the effect of observing construction principles and importance of foreshocks on the reduction of casualties is showes",1054653023174225920,"Las Vegas, Nevada"
Fri Nov 30 23:51:52 +0000 2018,https://twitter.com/jmescoda/status/1068653874410676225,Iran duped Pakistan into Israel nuke threat as tiny part of huge fakery campaign https://t.co/Wv3hDUqpCO via @timesofisrael,262827706,"Chicago, Illinois"
Fri Nov 30 23:51:46 +0000 2018,https://twitter.com/Twihistory06_18/status/1068653845893574656,"They did this so the flow of information from Iran to the US would not be interrupted. The very next day, foreign journalists were banned from covering the opposition rallies. Twitter and other social media sites became the source for the best information.",1064371118499381248,"Texas, TX"
Fri Nov 30 23:51:39 +0000 2018,https://twitter.com/titi_iran/status/1068653818135498752,"@apparapa_ohanac 厳しいね！
次の便にするか",2208924648,"Vermont, VT"
Fri Nov 30 23:51:36 +0000 2018,https://twitter.com/ShahriyarHaghi1/status/1068653806454480896,"Amazing how quick these same people, whom have ignored the crimes of the mullah mafia in occupation of Iran for decades, are to go after the first Saudi Prince whom outlaws Superstitious Islamic practices. Motives?Saudi Crown Prince Hiding in the Embassy? https://t.co/DQ3CHTG5Xh",990751490913521665,"Fresno, California"
