created_at,url,full_text,user_id_str,user/location
Tue Nov 30 21:00:01 +0000 2021,https://twitter.com/DocStrangelove2/status/1465787725638942727,Today's gun comes as a copy in a long line of legendary assault rifles. The Type 88. The North Korean AK clone while featuring most of the upgrades introduced by the AK74 the weapon did have differences. Aside from it's difference in quality was the optional helical mags. https://t.co/cFKcyjMyzC,1283619451771006976,us
Tue Nov 30 18:24:57 +0000 2021,https://twitter.com/mubarakUG/status/1465748703847845903,"My neighbor is a North Korean🇰🇵, He is a good kind man, I no longer believe those bad stories about his country😆",747023905,"South Carolina, SC"
Mon Nov 29 09:10:17 +0000 2021,https://twitter.com/TomthunkitsMind/status/1465246728211382273,"Just as you suspected, Fox News is a propaganda network like RT or North Korean state TV.
https://t.co/3SRrkS4OPx 04",289118612,U.S.A
Tue Nov 30 03:44:29 +0000 2021,https://twitter.com/BlackRedGuard1/status/1465527124614336512,"for all the crazy shit that US propaganda tells us happens in North Korea living there is probably extremely boring. The average North Korean doesn’t mindlessly worship the Kims either, they probably think as much about them as the average American thinks about Biden.",1361796100072562692,KS
Mon Nov 29 17:08:39 +0000 2021,https://twitter.com/freedks_/status/1465367110486532108,"Kyungsoo, as an actor, is not afraid of any challenges. From psychopath to a North Korean-speaking war wielder to a DOUBLE role in a drama. Not to mention that he just jumped out a space suit to become a piano prodigy! Kyungsoo is amazing for this. Great actor things me thinks.",1376875197400289281,DC
Sat Nov 27 21:12:22 +0000 2021,https://twitter.com/Merchandise7X/status/1464703668184363009,"“It's okay to feel butthurt when you're rejected but you can't just make stuffs up for your shortcomings, you imbecile”
•-North Korean Proverb https://t.co/hluB2Ui4bn",382728060,"Nashville-Davidson, Tennessee"
Mon Nov 29 08:00:01 +0000 2021,https://twitter.com/WIONews/status/1465229045180866560,"#TodayInHistory | 1987: North Korean agents plant a bomb on Korean Air Flight 858, kills 115 https://t.co/kfX4fTT7vX",711760467383877632,WY US
Mon Nov 29 14:40:33 +0000 2021,https://twitter.com/0x4443/status/1465329842589679627,#ScarCruft surveilling North Korean defectors and human rights activists: https://t.co/RmxVRMmqWq,135531412,"Wyoming, WY"
Mon Nov 29 20:03:08 +0000 2021,https://twitter.com/tspiggg/status/1465411021607251972,I would rather stand up in front of the North Korean government and negotiate a peace treaty than try and talk to someone on zoom with bad wifi,2426553828,U.S.A
Mon Nov 29 12:19:49 +0000 2021,https://twitter.com/qalblouz/status/1465294427300192259,right? why does kyungsoo always go for something easy? north korean tap dancing war prisoner? olympic medalist dealing w blindness? psychopathic killer? lone astronomer in space? enamored piano prodigy? all these other actors can do that in the first 10 yrs of their careers like,2780812646,us
Sun Nov 28 09:23:37 +0000 2021,https://twitter.com/29greenelephant/status/1464887694090113027,"A reputed Global Christian Org' has named India's PM Modi among the world's 7biggest persecutors of religious minorities. 
Apart from Modi also UP CM Yogi, joined the Rogue's Gallery.
Others Chinese President Xi Jinping &amp; North Korean dictator Kim Jong-Un

https://t.co/P8FXOZWsxO",1180384235858923520,U.S.A
Mon Nov 29 17:04:22 +0000 2021,https://twitter.com/marksimner/status/1465366032630132737,"Researching the #KoreanWar throws up some interesting little stories, such as North Korean tank crews stopping and asking U.S. troops to fill up their tanks with fuel. And yes, the Americans obliged (thinking they were South Korean.) 

(Image: U.S. Army) https://t.co/ome3FmBfSO",379791634,"Delaware, DE"
Mon Nov 29 10:18:43 +0000 2021,https://twitter.com/Cyber_O51NT/status/1465263947603345413,"#ScarCruft surveilling North Korean defectors and human rights activists
https://t.co/CfKzmbsFSd",877710712734232576,"Houston, Texas"
Sun Nov 28 17:12:10 +0000 2021,https://twitter.com/vxunderground/status/1465005608965488642,"New additions:

-MacOS.Macma samples
-Moses Staff samples
-North Korean TA406 samples
-Emotet samples
-Conti Ransomware Group analysis paper added
-Finding Beacons in the Dark: A Guide to Cyber Threat Intelligence by @BlackBerry added

Check it out here: https://t.co/XOKsN4zXSx https://t.co/hM48RxujBT",1158139840866791424,NC US
Mon Nov 29 07:47:08 +0000 2021,https://twitter.com/DrRoundglasses/status/1465225801968848896,@nickwestes @vijayprashad @The_Red_Nation PS. Red salute to the 200 North Korean students in Hungary at the time who joined the Hungarian Revolution helping fight the invading Soviet tanks. CLR James &amp; others were right to identify the uprising as suggesting an alternative to Eastern &amp; Western Europe.,2866594061,"Missouri, MO"
Mon Nov 29 19:42:49 +0000 2021,https://twitter.com/CyberIQs_/status/1465405910013161481,North Korean Hackers Group Posed as Samsung Recruiters To https://t.co/sqWKxWpUXx #infosec #infosecurity #cybersecurity #threatintel #threatintelligence #hacking #cybernews #cyberattack #threathunting #cloudsecurity #cloudcomputing #malware #ransomware #devops #dfir #cyber,1343113027139284992,U.S.A
Tue Nov 30 11:27:36 +0000 2021,https://twitter.com/mrgn94/status/1465643670334550020,Sounds a bit North Korean,70142270,"Chicago, Illinois"
Tue Nov 30 15:30:11 +0000 2021,https://twitter.com/CNN/status/1465704720199151633,"A North Korean defector who escaped from prison in northeast China has been recaptured by authorities, after more than 40 days on the run in the biting winter cold. https://t.co/PzOUy8R7qe",759251,us
Mon Nov 29 23:18:27 +0000 2021,https://twitter.com/AlCabbage045/status/1465460175947673612,"China is hardly unique in loving movies that glorify their own military and celebrate the defeat of real-world enemies. How many war movies do we have? And how many villains are Middle Eastern, Russian, or North Korean?

Nationalist propaganda sells.",3189450433,U.S.A
Sun Nov 28 20:38:49 +0000 2021,https://twitter.com/genghisbruh/status/1465057615407468547,@dotorii_muk my face when some white guy takes a cheap swipe at North Korean or Chinese people and thinks I won't see through his racism. https://t.co/2cf6HlFyb3,714025722147246080,"Oregon, OR"
Sun Nov 28 22:44:23 +0000 2021,https://twitter.com/PettyAF11/status/1465089215704805378,"@QOrigins What crimes is she going after people for, in this North Korean court system she’s wanting to set up? Not voting for Trump?",1425225711061803014,us
Mon Nov 29 21:49:12 +0000 2021,https://twitter.com/kututwoo/status/1465437715432882177,"This is straight up not a good take. Your experience with Capitalism is not anywhere near what people under communism have faced, please listen to any North Korean defector speak. It's just straight up wrong.  This take is wrong.",967058801999400960,NM US
Tue Nov 30 12:25:01 +0000 2021,https://twitter.com/SecurityWeek/status/1465658120051597319,"North Korean Hackers Use New 'Chinotto' Malware to Target Windows, Android Devices https://t.co/QDz5uZdKsp",41258937,"Chicago, Illinois"
Tue Nov 30 12:38:54 +0000 2021,https://twitter.com/Braynsford1/status/1465661616989642767,@thehill Like watching North Korean state tv just with a nicer sound stage.,932758171298516992,"Milwaukee, Wisconsin"
Mon Nov 29 15:15:00 +0000 2021,https://twitter.com/Koreaboo/status/1465338510500511749,"North Korean Soldier Arrested For Dancing To BTS

https://t.co/CxnAOBWYHB",96877126,"Austin, Texas"
Mon Nov 29 19:24:04 +0000 2021,https://twitter.com/yelgeb/status/1465401190540197889,"@MsRonnyB @BeattieNgiare The majority of anonymous trolls are Morrison and Trump supporters. 
Murdoch tabloids &amp; broadsheeet, 9, 7 &amp; @SkyNewsAust dutifully repeat Morrison narratives.
And @abcnews is cowed.
Morrison favours North Korean &amp; Chinese solution: Silence social media voices.",177063834,"Florida, FL"
Tue Nov 30 05:11:01 +0000 2021,https://twitter.com/dyllyp/status/1465548904015880198,"I was a part of that first generation to have text messaging as a teenager. When my mom got that first bill, she had my ass doing hard time in a North Korean prison camp because nobody told me text messages were 10¢ a pop.",24946505,KS
Tue Nov 30 17:38:00 +0000 2021,https://twitter.com/Cisco/status/1465736885448364040,"🚨 NEW THREAT ALERT DETECTED🚨
#Cybersecurity threats hide in plain sight. @TalosSecurity shares how a North Korean group infected their targets with malware by using Blogspot. #ComputerSecurityDay",15749983,CA
Tue Nov 30 08:39:10 +0000 2021,https://twitter.com/wales_steve/status/1465601282777960450,"Client journalism at its very best. After years of practice, this new artform is fully established. All it takes is having zero integrity and willingness to make up any nonsense to support your favourite clique in the HoC. I award Mr Payne, the North Korean prize for journalism.",320422961,Nevada
Tue Nov 30 21:01:04 +0000 2021,https://twitter.com/Markthecalmguy/status/1465787989276049410,@MutchJessica @LewSOS @RobertKitchin2 A bit like the North Korean bodyguards,419354504,"Wichita, Kansas"
Sat Nov 27 22:28:44 +0000 2021,https://twitter.com/Busy91919281/status/1464722889941397507,@macguyvermedia @zachxbt @LehmanCapital ah yes im glad you have helped your loyal north korean followers https://t.co/hWNHi6c87b,1423270704452153344,"Texas, TX"
Tue Nov 30 15:35:00 +0000 2021,https://twitter.com/EpochTimesChina/status/1465705934416605199,"A North Korean defector who escaped from prison in #China has been recaptured by authorities after more than 40 days on the run, according to #CCP officials. https://t.co/L9l9Dkg8mw",302152200,"Houston, Texas"
Tue Nov 30 02:20:30 +0000 2021,https://twitter.com/ChiNetworks/status/1465505988421767169,"So where might this come from?

New Chinotto Spyware Targets North Korean Defectors, South Korean Human Rights Activists https://t.co/Mleygtzi57 via @TheHackersNews #chinotto #spyware #cyberwar #infosec #cybersecurity #SouthKorea #NorthKorea",80367145,"Mississippi, MS"
Sun Nov 28 10:39:52 +0000 2021,https://twitter.com/JohnRowberry1/status/1464906886248083466,@PeterStefanovi2 How very North Korean of him!,984513594262945793,"Baltimore, Maryland"
Tue Nov 30 17:25:36 +0000 2021,https://twitter.com/bdquinn/status/1465733764026408964,"Yeah, the asymmetry is a real issue. ""Liberal"" media sources absolutely will dump on Dems while the conservative media sphere, on which basically all GOP base voters rely, engages in North Korean style propaganda for the party.",52829154,U.S.A
Mon Nov 29 14:00:17 +0000 2021,https://twitter.com/KoreaEconInst/status/1465319710560501765,"#KoreanHistoryToday: North Korean agents detonate a bomb on a Korean Airlines flight traveling between Baghdad and Seoul in 1987, killing all 115 people on board. This was part of a terror campaign to disrupt the 1988 Summer Olympics in Seoul. https://t.co/R68PVeLw1Z",87532425,"Tampa, Florida"
Mon Nov 29 04:42:12 +0000 2021,https://twitter.com/WakesurfMum/status/1465179262974144514,@Timodc I don’t get the creepy background.  North Korean school room vibes.,965598841184583681,"Oregon, OR"
Tue Nov 30 20:01:30 +0000 2021,https://twitter.com/JUMProgram/status/1465773000188473344,"The Pentagon highlighted the need to work with allies and partners like Japan to beef up deterrence against potential Chinese aggression and North Korean threats following a months-long review of the U.S. global military posture. (via @kyodo_english)
https://t.co/oJonBOewC5",3221939375,"Delaware, DE"
Tue Nov 30 08:16:02 +0000 2021,https://twitter.com/SCMPNews/status/1465595461142724608,This North Korean inmate has been recaptured after escaping from a prison and going on the run for 41 days in northern China. https://t.co/O7QOTQtabZ,23922797,WA
Tue Nov 30 08:30:45 +0000 2021,https://twitter.com/edcaesar/status/1465599165426196481,"ps for those who expressed an interest, here's the story about North Korean hackers. https://t.co/hIBXmtDwoW",7454012,"Jacksonville, Florida"
