created_at,ulr,full_text,user_id_str,user/location
Thu Sep 27 14:03:23 +0000 2018,,Until the Russian government confirms today is Thursday I have my doubts.,764973509999226880,"Massachusetts, MA"
Sat Sep 22 19:46:52 +0000 2018,,The surveillance of #HumanRightsDefenders in Crimea by the Russian government via technology is a challenge to #activism via social media #amnestyRGM #humanrights #Crimea #Russia https://t.co/2zdA1lI6f1,609432526,Louisiana
Thu Sep 27 02:20:55 +0000 2018,,Lindsey Graham is a liar Trump ass kisser what does Trump have on Lindsay Graham or is it Russian government that has something on Lindsay Graham. Orrin hatch and Grassley and McConnell trying to push kavanaugh through to cover there ass with felon Trump the gig is up boys!,933508494497603585,Maryland
Thu Sep 27 14:02:20 +0000 2018,,"The Russian Government could prove us all wrong by putting tourist ""Ruslan Boshirov"" and GRU Colonel ""Anatoly Chepiga"" on the same TV programme together. It could be a scoop for Alex Salmond on his programme on Putin's RT channel!",18725209,WA
Thu Sep 27 05:35:42 +0000 2018,,"@MattxRed Shocking! Junior took time out from taking selfies with Botox Barbie to tweet about current events. Knowing Little Donny, he used manufactured info from dubious sources, perhaps the Russian government, which has been happy to provide any creative talking points, PRN.",57071502,"Detroit, Michigan"
Fri Sep 28 09:28:30 +0000 2018,,"RTRS: @sovecon #grain export forecast is based on an assumption that the Russian government will not impose any significant export curbs for most of the season.
SovEcon believes the government will not take any decision on possible curbs at least for the next one or two months. https://t.co/VHorVdf01D",2188860466,U.S.A
Sun Sep 30 00:01:13 +0000 2018,,"Hey, can I just say a big FUCK YOU to people saying it's time to ""get over"" the 2016 election? Trump's win was the result of gerrymandering, voter suppression, fake news campaign, and the Russian government being... the Russian government.",36639869,us
Mon Sep 24 20:38:43 +0000 2018,,"‘A fair and factual account of the UKIP Conference rather than the usual MSM’

Fair and factual account written by? Oh, Russian government owned Sputnik News. Putin’s UKIP puppets.",726886205913223168,"Nashville-Davidson, Tennessee"
Sat Sep 29 09:25:21 +0000 2018,,"🇷🇺#Russia market gyrations
Urals crude oil $81.45/bbl, +22% from end-2017
or ₽5357/bbl, +40% from end-2017
Rouble decoupling from oil price gives tax bonanza to Russian government. This year's surplus..3% of GDP? https://t.co/LVqutVaRH8",2401262364,us
Wed Sep 26 08:52:21 +0000 2018,,"A Former #NSA Developer Gets 5.5 Years in Prison for Illegally Taking Top Secret Documents and #Hacking tools Home—Which Were Later Stolen by Russian Hackers.

https://t.co/pb7pGQXXuV

It's the same Incident that eventuality led to the US government ban on Kaspersky software. https://t.co/8cElp9A7OP",209811713,"North Dakota, ND"
Thu Sep 27 23:58:03 +0000 2018,,"S-300 to Syria ? Ship of Interest: Russian government chartered, Russia flag Ro-Ro Sparta III transits Bosphorus towards Mediterranean en route from Novorossiysk to #Tartus #Syria carrying military cargo for Oboronlogistika, established in 2011 and 100% owned by the Russian MoD. https://t.co/KvIRV5R7uP",327206200,AL
Wed Sep 26 16:42:24 +0000 2018,,"Conveniently for the Tory Party the Government is confirming with unusual swiftness a story that one of the Salisbury suspects was a Russian Spetsnaz Colonel honoured by Putin, the news breathing broadcast oxygen Corbyn’s speech may otherwise have enjoyed",60886384,U.S.A
Sun Sep 30 14:52:20 +0000 2018,,"@dcexaminer @LindseyGrahamSC Senator Graham, what about a probe into any ties you may have had with the Russian government? Could this possibly be the reason Trump is your buddy? Hmmmm be careful what you threaten others with. It may be your turn to be investigated next!",788186042,United States
Sun Sep 30 22:17:34 +0000 2018,,@SkyNews Disgraceful propaganda from @Jeremy_Hunt worthy of Russian government. The #EU has waited patiently for the #Tories to stop infighting and agree a workable deal. But they won’t stop squabbling and now no deal is likely. Pathetic? When an entire economy’s at stake it’s immoral.,1886515620,"West Virginia, WV"
Thu Sep 27 11:35:21 +0000 2018,,"Oh we do care, But big money and the Russian government didn't, so we have a sexual predator in the white house. Nor does his base as their values seem to be sub standard compared to the majority of America. Evangelicals are like women are property to be used as desired.",702633255984476162,U.S.A
Fri Sep 28 09:00:00 +0000 2018,,Russian Government Plans to Boost Bilateral Trade With China to $200Bln By 2024 #SPIEF https://t.co/fZvDo2afAY https://t.co/5qCnH74kOo,108265622,"Charlotte, North Carolina"
Thu Sep 27 07:50:45 +0000 2018,,"2) Bellingcat have a vested interest in presenting Russia as the perpetrator of the poisoning. Higgins sits as a senior fellow on two Atlantic Council bodies, one of which has the cultivation of a new Russian government as a stated objective. https://t.co/kfTQMur4p4",16613738,ME
Thu Sep 27 12:42:14 +0000 2018,,"This, on Higgins and Bellingcat, attempts to present criticism of their links to the British state as absurd. It is facetious nonsense. Higgins is a senior fellow on two Atlantic Council projects, one of which has as a stated objective the cultivation of a new Russian government.",16613738,Maryland
Sun Sep 30 18:18:57 +0000 2018,,"The passing of the reform, the most unpopular measure of the Russian government in decades, sets the stage for a sharp escalation of social and political conflicts in #Russia.
#Putin #пенсионнаяреформа #пенсии https://t.co/zqmopGCxLx",899340282436747267,"New Mexico, NM"
Sun Sep 30 15:02:39 +0000 2018,,"In the thread, he gets called out for 
1. Posting -literal Russian government propaganda- about why trans people shouldn’t be allowed to transition
2. Making up vague lies about Sonic Fox with zero evidence 

 And just keeps yelling “NPC NPC NPC” at anyone who points it out",1232187960,us
Wed Sep 26 13:02:16 +0000 2018,,I’m going to go check @JulianAssange &amp; @wikileaks TLs - surely *they’ll* be outraged at the Russian government’s attack on free speech....,2871362057,"Missouri, MO"
Mon Sep 24 19:40:27 +0000 2018,,"Russian government looking to get some big projects bankrolled in exchange for some tax breaks and other benefits.
https://t.co/oDLNT2bkpU",2786379684,"Phoenix, Arizona"
Thu Sep 27 16:04:29 +0000 2018,,"Due to Avenatti your daddy's former personal lawyer pled guilty to felonies that he said your daddy ordered him to undertake. 

BTW, meet with any purported Russian government officials lately, Junior?",373522445,"Delaware, DE"
Wed Sep 26 04:55:43 +0000 2018,,@MissingNothin @BubbaLucia @OMGno2trump I believe the Republican party has been compromised by the Russian Government and Donald Trump's help. They are scared for a reason.,3376928013,"San Francisco, California"
Thu Sep 27 11:26:44 +0000 2018,,"@krassenstein Only the majority controlling the government doesn't care, and there's reason to believe that they are in total control because of Russian involvement in the 2016 elections.",152361470,"Nevada, NV"
Sat Sep 29 08:13:14 +0000 2018,,"When Soviet Union sent its tanks to Vilnius, many Russians opposed this move on the Moscow streets. It's important to remember that it's not just Russian opposition who fight against government's actions,-Russian Oppositionist @vkaramurza #RigaConf18  LIVE https://t.co/CYvdurbQ3h https://t.co/n58sr1imjK",1454687180,FL
Tue Sep 25 02:58:50 +0000 2018,,"@UncleSamsPAM @stellucine @JamesFourM @ToestringRd @mtylr23 @Grzabjj @ericgarland If Beto's good enough for @Evan_McMullin, &amp; @counterchekist right now, then he's good enough for me.
Bec we won't have a country with a 2-party system to fight over if we continue on the current, GOP led path-which is enabling a Russian mob coup to take over our government. https://t.co/hMxSwc9cvv",2706430603,"Connecticut, CT"
Fri Sep 28 05:57:53 +0000 2018,,"How the Russian government official newspaper is calling the hated law raising retirement age: ""Legislation on changing parameters of pension system.""",433534414,TX
Tue Sep 25 19:12:18 +0000 2018,,"Strange - the Finnish government raids suspicious Russian holdings over the weekend, and now there is a DDoS attack on Finland.",32232539,U.S.A
Wed Sep 26 20:49:37 +0000 2018,,"“latest poll #Levada_Center in August 2018 shows that 70 percent of Russian still approve of #Putin
This is consistent with past surveys, despite approval of the #Russian #Government crashing from 66 percent in September 2014 to a low of 33 in August 2018” https://t.co/LY51YqXzhd",1904242795,United States
Mon Sep 24 15:14:38 +0000 2018,,Just so we're clear: today is the day Republicans are officially all-in on embracing a guy whose campaign clearly colluded with the Russian government so they can put a serial attempted rapist on the supreme court to take away the rights of women.,63815087,"New Jersey, NJ"
Sun Sep 30 10:48:03 +0000 2018,,"@bindelj You work for the notriously Anti LGBT Russian Government.  But sure. Trans people totally are the same as the Taliban, the Ultra-Reactionary Religious Government that killed people in mass executions.",311414095,"Omaha, Nebraska"
Sat Sep 29 14:34:17 +0000 2018,,"@carolecadwalla The UK Tory junta resembles a criminal conspiracy rather than a legitimate government. They line their pockets with dodgy Russian cash, lie about state policy, deprive citizens of their rights without due process &amp; subvert constitutional procedures. #FBPE #PeoplesVote",979935422439657473,United States
Sun Sep 30 16:53:01 +0000 2018,,"Well, Ukraine has had TWO Revolutions since 2004, so if Russian society “as powerless as Ukrainian” society, then it is nothing less than Russian complacency that explains the lack of Russian uprising against the government (whose wars they readily support).",2272111265,DE
Sat Sep 29 15:51:41 +0000 2018,,In St. Petersburg the Vesna group held an action to draw attention to the HIV epidemic and the Russian government's efforts to shut down organisations that battle HIV.,3061311382,GA US
Mon Sep 24 17:24:53 +0000 2018,,"14. This is not a president, the Democrats can say, who respects the rule of law. This is a president, in fact, who goes out of his way to erode the credibility of law enforcement officials working to unearth the truth about his campaign’s tie to the Russian government.",110213124,U.S.A
Thu Sep 27 00:19:58 +0000 2018,,@DavidJollyFL The fact that he hasn't already tells me someone is in over his head. The Russian government hacked GOP SmarTech system during his work for the Bush Administration (remember that 3 year blank the GOP refused to release any emails for). Otherwise why in hell do this to his family?,385689121,U.S.A
Mon Sep 24 17:48:04 +0000 2018,,"The international far-right groups systematically mock the Western news medias. 

Simultaneously, they fail to criticize the Russian ""mainstream media"".

Out of these two, the latter is the one funded and compromised by the government.

 Any internet extremist care to explain?",74129602, 
Thu Sep 27 17:58:25 +0000 2018,,"""We should have no doubt: the Russian government is an adversary so long as it is breaking the peace."" -@PeterBDoran at the 2018 #CEPAForum. https://t.co/wMU2bKWALA",437525465,OH US
Fri Sep 28 10:04:46 +0000 2018,,US Government ‘adopts’ Russian Scientologist in religious rights protest https://t.co/qDaextkeWn #Scientology #ScientologyTheAftermath https://t.co/oW0MNXy8wH,837570356,AK US
Tue Sep 25 14:31:02 +0000 2018,,@WalshFreedom Hardly. He didn’t come close to winning the popular vote even with illegal Russian government help.,816244711157616640,us
Tue Sep 25 13:12:48 +0000 2018,,"@ShadyAHS The face behind the account @ahsleak is Vladimir Mikhailov, a Russian hacker who likes to invest in bitcoins &amp; eat pelmeni. He has gone to jail twice for piracy but is now clean &amp; works with the Russian government. In his free time he runs this account to promote his fave show. https://t.co/HSXmOefXkg",964959595247517696,"New York, New York"
