"url","created_at","full_text","user_id_str"
"https://twitter.com/MikeMcConnell67/status/1035678616183627777","Fri Aug 31 23:59:58 +0000 2018","@NBCNews Was it Russia?  My God, was it Russia?   Oh God tell me it wasn't Russia.  The Russians are coming.........","527527785"
"https://twitter.com/lovemychris/status/1035678594859782144","Fri Aug 31 23:59:53 +0000 2018","Trump colluded with Russia. SEEYA!!!","123102547"
"https://twitter.com/Bluemist60/status/1035678578590015488","Fri Aug 31 23:59:49 +0000 2018","Paul Manafort associate pleads guilty in Trump-Russia scandal, joins Team Mueller https://t.co/9mn7JscWI1 via @PalmerReport","780453536345849857"
"https://twitter.com/katbalou120411/status/1035678572520906763","Fri Aug 31 23:59:48 +0000 2018","@HillaryClinton @ActMeasuresDoc Wasn’t it you that gave Russia the reset button? Didn’t Bill go to Putin’s house after a hefty amount paid for a speech in Russia?","784815652733276160"
"https://twitter.com/Zanka2018/status/1035678560114094081","Fri Aug 31 23:59:45 +0000 2018","@pollsofpolitics @LoechlC @POTUS @realDonaldTrump Impeached and exiled to Russia!","986827224845312005"
"https://twitter.com/KJackottawa/status/1035678557207445504","Fri Aug 31 23:59:44 +0000 2018","@JoyceWhiteVance @SuzanneTignor Russia is run by Mobsters (aka Oligarchs) let's start calling it like it is.  These Mobsters infiltrated the US political class via Donald Trump and the GOP.","787635952944549888"
"https://twitter.com/HinesDianne/status/1035678516262645760","Fri Aug 31 23:59:34 +0000 2018","@AshaRangappa_ Russia still owns Trump!👿👎🏼","560717458"
"https://twitter.com/robnc2544/status/1035678496851480576","Fri Aug 31 23:59:30 +0000 2018","@HillaryClinton @ActMeasuresDoc But Obama said Russia wasn’t a threat...","2396887377"
"https://twitter.com/pjfifer/status/1035678493760253952","Fri Aug 31 23:59:29 +0000 2018","@HillaryClinton @ActMeasuresDoc If Russia really tried to influence the 2016 election, I can only see them doing it to favor you, not @realDonaldTrump, considering your uranium deal, your “reset” button, etc.  There is no way the Russians would want Trump over you.","44976951"
"https://twitter.com/JasonTiernan6/status/1035678489482063873","Fri Aug 31 23:59:28 +0000 2018","@realDonaldTrump Call out the #FakeNews for real:
Breitbart... InfoWars... Russia Today!!! It’s the 1st sign of an autocrat, suppressing truth!!! Respect @newyorktimes110 &amp; @CNN, reject Twitter diplomacy and tyranny!!!!!!!","984039586476314624"
