"url","created_at","full_text","user_id_str"
"https://twitter.com/mikephi28650585/status/1741247790355972213","Sat Dec 30 23:59:58 +0000 2023","@RussianEmbassy @mfa_russia norh korea and iran supplying russia with weapons! 🤬🤡","1499637435260862466"
"https://twitter.com/it_is_bananas/status/1741247788913148100","Sat Dec 30 23:59:58 +0000 2023","@Megatron_ron Is Russia waking up? Does it finally understand that the Zionists were actually the driving force behind the Nazis, and that the 25 mio dead Russians were thus ultimately killed by Zionists? I sincerely hope so.","1710123220488347648"
"https://twitter.com/mozola2019/status/1741247788774769044","Sat Dec 30 23:59:58 +0000 2023","@chokehub @JimmyJ4thewin Here is a thought...If you want/like socialism so much got to China, or Cuba, or better yet Russia.  They all have it, they would love to have you.","1674924097502076928"
"https://twitter.com/teh_skullz/status/1741247787226779746","Sat Dec 30 23:59:57 +0000 2023","I hope this doesn't fizzle out. Serbia has a chance to get away from Russia and finally separate itself from the legacy of Milosevic! Come on, guys, I'm rooting for you!","124347845"
"https://twitter.com/BowlOfMice/status/1741247786236940509","Sat Dec 30 23:59:57 +0000 2023","@DagnyTaggart963 What is Russia going to do? Continue to bomb Kharkiv like they have done every single day since they started this war?

If you didn't know, Russia has blindly fired artillery and rockets into random locations in Kharkiv every day since 24.2","2151986533"
"https://twitter.com/bj2048/status/1741247781216325726","Sat Dec 30 23:59:56 +0000 2023","@_ghas_ @igorsushko Ukraine doesn't need the grief of trying to govern any Russian territory. Bilhorod should be an independent buffer state between Russia and Ukraine. That way they can build their own future.","16891678"
"https://twitter.com/Carolalaala/status/1741247777676337202","Sat Dec 30 23:59:55 +0000 2023","@visegrad24 @JanLipavsky Russia,  go home and stay there.","1570698203116208129"
"https://twitter.com/SafirVlad/status/1741247777194082679","Sat Dec 30 23:59:55 +0000 2023","@GeromanAT @Epsa_Media Enjoy this

https://t.co/OCUVnq3tCa

NATO is finally joining.
Russia is tired and weak.

NATO is hungry and greedy.

We wanted this from the start.
You are about to feel the pain of Ukrainian.

Belarus is next.

RIP Russia the next 10 days 😎😬😎😁😏","1840201050"
"https://twitter.com/IiPinie/status/1741247777009455326","Sat Dec 30 23:59:55 +0000 2023","@PaulaBranco16 Já passou da hora da Russia arrasar a Ucrania!","1497216944163930126"
"https://twitter.com/TWLadyGrey/status/1741247772475412530","Sat Dec 30 23:59:54 +0000 2023","@dariquewcodes @hypno_tree Aren’t you the one who thinks it’s good for Russia to subjugate my family?","124327235"
"https://twitter.com/JohnSmi11566062/status/1741247765873619386","Sat Dec 30 23:59:52 +0000 2023","@andriyhaydash You are right.  All Civilian are fair game including Ukrainian and Russian.   Now,  if Russia drops a nuke on Kiev like America did to Japan.  Should there be an outcry;  That is your logic.","1257692018333057027"
