"url","full_text","created_at","user_id_str"
"https://twitter.com/vtchakarova/status/1608971963372023808","The German „Der Spiegel“ makes a kitschy woke advertisement for Marx (and Marxism) as a way out of the bad, bad capitalism. Perhaps, a summer camp with the Workers' Party of North Korea or an internship with the next Congress of the Communist Party of China may be of better help. https://t.co/oTtAnmFSFH","Fri Dec 30 23:43:03 +0000 2022","424083365"
"https://twitter.com/MAWareSO/status/1608976109789675523","The coastal settlement of Gendershe is one of the most beautiful and peaceful towns in Southern Somalia. Gendershe was once a major Benadiri Textile manufacturing center,&amp; exported to as far as China. Today, it was liberated by the SNA from Al Shabaab. Its glory will return, insh https://t.co/idtMmEsgsx","Fri Dec 30 23:59:32 +0000 2022","962244031513325569"
"https://twitter.com/GordonGChang/status/1608975627771875329","Do not let #China’s regime sneak attack us. Not this year, not in 2023, not ever. #CCP","Fri Dec 30 23:57:37 +0000 2022","151930383"
"https://twitter.com/DecodingFoxNews/status/1608976058044547078","If you've heard one of your MAGA loving family members sing the worst song you've heard in ages it might be this one. The song rhymes the word 'it' with 'it"" and 'Dick picks and cocaine' with 'And China and Ukraine' Tulsi Gabbard subbing for Tucker Carlson just loves it. https://t.co/7q7eEm2qqX","Fri Dec 30 23:59:20 +0000 2022","1493311802511433737"
"https://twitter.com/Labor411/status/1608975102481412096","This very brave worker in the middle of a storm. You'd think China would have stronger safety measures than this. https://t.co/n0fN86PyZ4","Fri Dec 30 23:55:32 +0000 2022","54367390"
"https://twitter.com/KilclooneyJohn/status/1608974573273509889","Sky news reports that travellers arriving in ENGLAND from China will require a Covid Test. Apparently, according to Sky, it. does not apply to Scotland, Wales, or NI. Possibly Sky does not know the difference between England and the U.K.!!!!!","Fri Dec 30 23:53:26 +0000 2022","888435216062312451"
"https://twitter.com/cagrown5/status/1608971260922597377","Test any &amp; all China travelers but allow Mexico illegals coming over the border through sewers a pass. Got it.  Hmmmm","Fri Dec 30 23:40:16 +0000 2022","1277601142533312514"
"https://twitter.com/MYC_006/status/1608973333135249408","Some of the reasons for the uptick in digits? China buyers coming after lockdowns and return to norm, official mkt place being launched. They like to buy before Chinese New Year too.

999 FP at 17.5 eth
2x listings to 20 eth
12x to 30 eth
20x to 40 eth (eth ATH)
26x to 50 eth","Fri Dec 30 23:48:30 +0000 2022","514139040"
"https://twitter.com/nairatrebil/status/1608972139373420544","Please take ~5 minutes to read and share this thread.

China’s ambitions &amp; power are being overlooked to a greater degree than were Nazi Germany’s","Fri Dec 30 23:43:45 +0000 2022","360341553"
"https://twitter.com/ritafields_/status/1608972978389389313","Iran, Russia and China are shaking","Fri Dec 30 23:47:05 +0000 2022","1121252603319291904"
"https://twitter.com/ianbirrell/status/1608973704628940801","Richard Horton, editor of The Lancet, has been given an OBE in the New Year's Honours for ""services to health and medical journalism"". Presume this is his reward for stifling suggestions that Covid might have been caused by a lab leak and kowtowing to China","Fri Dec 30 23:49:59 +0000 2022","142230413"
"https://twitter.com/YesItsM97576245/status/1608973641953480704","Maybe Santos wanted to show the world how fucking pathetic &amp; corrupt Americas political system is? 

Naw he just wanted to get rich &amp; russia needed another agent in congress &amp; it was easy. We're a laughingstock russian agents &amp; China bank accounts!! Fucking sad https://t.co/aNzePZi6BX","Fri Dec 30 23:49:44 +0000 2022","1328833046351515649"
"https://twitter.com/unusual_whales/status/1608975722575544320","France to impose mandatory COVID tests for travellers from China, per Reuters.","Fri Dec 30 23:58:00 +0000 2022","1200616796295847936"
"https://twitter.com/JinxSpidox/status/1608975974649204736","I'm scared, polish mates set an alarm for every single major timezone change from Kiribati, Tonga, new Zealand, Australia, Japan, china, India, Somalia, Ukraine, Poland for new years celebrations starting at 11am help https://t.co/7mAlWTktec","Fri Dec 30 23:59:00 +0000 2022","776038106"
"https://twitter.com/Fengan_/status/1608973980232486913","When we talk about Xinjiang in China, we often think of the Uighur people. 
But you know what? Xinjiang is not just Uyghur...
↘...","Fri Dec 30 23:51:04 +0000 2022","1352517990223253505"
"https://twitter.com/TibetPeople/status/1608971655333961729","The #CulturalRevolution continue in #Tibet under the #China’s Dictatorial Regime #XiJinping, for decades of occupation, Chinese has learned nothing about how Tibetan Culture is important to todays World.

#CCP can’t destroy our Spirit regardless how Brutal it might be.
#FreeTibet","Fri Dec 30 23:41:50 +0000 2022","946698502171750401"
"https://twitter.com/PravinSawhney/status/1608974171647905792","Qin Gang to be new foreign minister of China. Will replace Wang Yi.

Given his views on disputed border with India 👇, 2023 will be difficult year for India!","Fri Dec 30 23:51:50 +0000 2022","416882361"
"https://twitter.com/GodandtheBear/status/1608975053668114434","I didn't know covid was only in China, thats news to me.","Fri Dec 30 23:55:20 +0000 2022","3230944180"
"https://twitter.com/lylegoldstein/status/1608971775219757056","China has a long interest in Harrier VSTOL aircraft -- going back decades. Bingqi, 12.22.  This may even pre-date the Falklands War. You have heard of the extradition case Down Under, right? When will the PLA's VSTOL aircraft be revealed? Could be more than one, actually. https://t.co/oRs9GGprdO","Fri Dec 30 23:42:19 +0000 2022","1452690176325656582"
"https://twitter.com/PatTheSocialist/status/1608974794783100928","We should be doing pre-departure testing, requiring a negative test AND masking for ALL flights, not just scapegoating China.","Fri Dec 30 23:54:19 +0000 2022","816578053627252740"
"https://twitter.com/Gracie5111/status/1608975052766318594","Media is talking about the new Covid outbreak of a variant in China. Talk of possible mask mandates and lockdowns. Isn’t this too early for the 2024 Elections?","Fri Dec 30 23:55:20 +0000 2022","828976794002931712"
"https://twitter.com/AlanMcLea/status/1608972705998704641","It’s interesting that many countries are worried about a new variant being released from China, which is a possibility, yet not at all concerned about the millions of cases in our own countries doing the same.","Fri Dec 30 23:46:01 +0000 2022","1485030500737888260"
"https://twitter.com/gujingc/status/1608972107152789504","👇This is the semiconductor import of Russia by countries and regions.

Can we stop pretending HK is not part of China(CN)? https://t.co/xjQR5INjBd","Fri Dec 30 23:43:38 +0000 2022","1703765509"
"https://twitter.com/DrTonyLeachon/status/1608972385532923906","China surge : for the PH🇵🇭Let’s be https://t.co/HD0o5lrnSy border control. Just require RT PCR or RAT for travelers from Mainland China. 
Test. Trace. Isolate. Quarantine.Wear face masks.Ventilate.Boost up. 
Science based. 
Better to be safe than sorry. The pandemic is not over.","Fri Dec 30 23:44:44 +0000 2022","500825663"
"https://twitter.com/lee7334/status/1608976032912244738","@NathanJRobinson What did Imperial Japan do to non-American civilians in places such as Korea, China, the Philippines, Malaya, Indonesia, etc.?","Fri Dec 30 23:59:14 +0000 2022","4741617192"
"https://twitter.com/JackPosobiec/status/1608973134027423744","CHINA FILES: Posobiec Reveals How Xi Jinping Had Top Rival Thrown in Jail, Along With His Wife, for Money Laundering and Murder of British Businessman

https://t.co/GTsJsDciyA","Fri Dec 30 23:47:43 +0000 2022","592730371"
