"created_at","url","user_id_str","full_text"
"Wed Sep 30 23:56:25 +0000 2020","https://twitter.com/rottenbanana101/status/1311454887599890433","1182796388792459264","Has China Joes handlers told him yet that the Amazon is sovereign Brazilian territory.He wants to give the Brazilians 20 Billion💰💰for an area close to the size of the U.S. . This was a terrible thing to say &amp; not good for US / Brazil relations.Typical Globalist. https://t.co/BxE1T5KD5y"
"Wed Sep 30 23:54:16 +0000 2020","https://twitter.com/ErkinSidick/status/1311454347734118400","1164622276563615744","Video: China’s industrial waste water is flowing into a sea directly. Location is not known.  As far as I know, there is no any environmental regulation on both state-owned and private companies in China. https://t.co/80J7nRsGu1"
"Wed Sep 30 23:40:38 +0000 2020","https://twitter.com/RepWaltzPress/status/1311450915124252674","1082416697380913152","The threat #China poses isn’t a Democrat or Republican issue. It’s an American one.

We must come together across party lines to protect our country and stand up against the #CCP.

Our entire way of life depends on it. https://t.co/GpwBgtCOve"
"Wed Sep 30 23:50:50 +0000 2020","https://twitter.com/Jvsedon/status/1311453483133001728","176271936","Memories over China de.... back in d day when donkey n cow a did fren. https://t.co/BASIpiL39w"
"Wed Sep 30 23:29:17 +0000 2020","https://twitter.com/cgb88/status/1311448060329889798","1909564406","Biden= always cheated
🚨Stole someone else's wife
🚨Lied about his education
🚨Plagiarized speeches
🚨Lied about not knowing Hunter got paid by Ukraine &amp; China
🚨Cheated at the debate
My point is Hispanic &amp; Black ppl are fleeing this shit show.
Add more below 👇 and pass it on https://t.co/hLMmFoou4s"
"Wed Sep 30 23:48:45 +0000 2020","https://twitter.com/chengxiaoxiaos/status/1311452958203150338","1278149636532785152","bts ; ok china magazine

#chengxiao • #程潇 https://t.co/Pm57vW5rGv"
"Wed Sep 30 23:39:09 +0000 2020","https://twitter.com/bruce_haigh/status/1311450541717815296","3288075858","#auspol Grow up Australia the #USA does not have your back. Start doing your own thinking. Start making your own decisions. Mend your fences with China."
"Wed Sep 30 23:30:08 +0000 2020","https://twitter.com/GumK6d9WxKMLYAH/status/1311448271441653760","1234289567932399616","Mr. Xi，tear down China‘s Great Firewall！！！ https://t.co/WBg7WolAHw"
"Wed Sep 30 23:43:02 +0000 2020","https://twitter.com/rajfortyseven/status/1311451517744943104","73825664","#China #PLAN both #CV16 #Liaoning &amp; #CV17 #Shandong at port. https://t.co/BiDU09ytpT"
"Wed Sep 30 23:51:24 +0000 2020","https://twitter.com/a_london_pigeon/status/1311453626653646859","375297468","Pin-tailed Green-pigeons (Treron apicauda) inhabit high forested hills #Himalayas #SW_China #Myanmar #Bangladesh #Thailand #Laos #Vietnam Often in small flocks; male &amp; female in a pair will sing together, making duets of ‘musical wandering whistles’. https://t.co/UxItBI4Gnr"
"Wed Sep 30 23:58:32 +0000 2020","https://twitter.com/xfxmalaysia/status/1311455422193123328","1270746451060985857","1.10.2020

Xiao Zhan's Weibo update!

#国庆中秋双节同庆# I love you China!  May the moon be full of people and family and country reunite!  [heart]

#XiaoZhan #เซียวจ้าน #샤오잔
#肖战 #シャオ・ジャン
#XiaoZhan肖战 #xfxmalaysia https://t.co/WL1PWPt9Kt"
"Wed Sep 30 23:52:41 +0000 2020","https://twitter.com/wcchinita/status/1311453946787975168","3318237836","Im bout chinky as hell rn The china in me poppin out lol"
"Wed Sep 30 23:45:14 +0000 2020","https://twitter.com/SenRickScott/status/1311452074308177921","131546062","Today, I introduced a resolution condemning the human rights abuses in Communist China &amp; demanding the IOC move the 2022 @Olympics games.

Unfortunately, @SenatorMenendez &amp; @SenateDems chose to play politics &amp; blocked it. Human rights isn't partisan &amp; we must all stand up for it. https://t.co/YKCaFPLPhM"
"Wed Sep 30 23:52:44 +0000 2020","https://twitter.com/sonaliranade/status/1311453960352522241","12716032","China’s Leaders Can’t Be Trusted by Chris Patten @ProSyn https://t.co/N1Idbr7er8"
"Wed Sep 30 23:47:15 +0000 2020","https://twitter.com/the_viall_inn/status/1311452579923189769","834797035899539456","Really disappointed in family that don't see why saying ""china plague"" is racist, especially when we're nine months into a pandemic that has a proper, non-racist name."
"Wed Sep 30 23:57:09 +0000 2020","https://twitter.com/XHNews/status/1311455073885515776","487118986","Archaeologists have discovered residential ruins dating back to the Neolithic Age on grassland in Inner Mongolia Autonomous Region, north China https://t.co/2qitD1N55t"
"Wed Sep 30 23:40:54 +0000 2020","https://twitter.com/jjcwow/status/1311450984481271808","69732035","Top General reveals China and Russia's anti-UK plot - ‘Win without going to war' https://t.co/DhR5jUPhGM"
"Wed Sep 30 23:34:29 +0000 2020","https://twitter.com/dunecat1/status/1311449368793436163","2648638897","Pope denies audience with Pompeo; Vatican warns against playing politics over China https://t.co/c6TLwx8nBj"
"Wed Sep 30 23:47:40 +0000 2020","https://twitter.com/RuDauntless/status/1311452687410630659","1033377608","“The Xinjiang Model Comes to Tibet”..same oppression Communist China uses on the Uighurs now being spread to Tibet. 
Beijing denied (of course!) ill-treatment but bars unmonitored visitors . #ConcentrationCamps 

#Nazis...sharing the Communist version of “re-education”.
@wsj"
"Wed Sep 30 23:56:09 +0000 2020","https://twitter.com/EndGameWW3/status/1311454818603499522","32792712","China urges U.S. to stop escalating official interaction with Taiwan region 
https://t.co/yPlcwwDUjQ via @cgtnofficial"
"Wed Sep 30 23:33:39 +0000 2020","https://twitter.com/MaxJZhu/status/1311449159791239169","1173956973210943488","Honestly disappointed that no one discusses Trump’s use of “China plague” in the very debate as proof of his racism."
"Wed Sep 30 23:33:48 +0000 2020","https://twitter.com/gary_bernstein/status/1311449196365451264","23575209","🤯 NK refugee speaks out. Must watch. Sex slave at age 13 in China, where she escaped to from hunger. 300 escaped to China, where they’re slaves. She escaped from China. She read Marx 5 times to know why Communism was invented, since it killed 100M+ people
https://t.co/f0bgGoX20x https://t.co/05rtHtmMI2"
"Wed Sep 30 23:57:33 +0000 2020","https://twitter.com/cloppyhorse/status/1311455173420691456","1494231576","@pavancharvaka @ProjectLincoln @realDonaldTrump The deals with China for Trump products?  The loans from Russia (coming due?) for Real Estate?  The 5th Amendment hypocisy?"
"Wed Sep 30 23:45:30 +0000 2020","https://twitter.com/luisbaram/status/1311452140200755200","18465455","@CognitiveVerb @markcojuangco @richwal94842899 And they generate tons of waste that is going straight to landfills. (Plus their manufacture generates toxic waste, thank God mostly in China). And they kill raptors.
#SplitAtomsNotRaptors https://t.co/pX6wGyHUCg"
"Wed Sep 30 23:42:49 +0000 2020","https://twitter.com/sdonnan/status/1311451465970528256","21810329","Why? One reason is that the tariffs on China shifted some production to Vietnam, which in turn means the US deficit with Vietnam has grown... 

Tariffs beget tariffs..."
"Wed Sep 30 23:37:17 +0000 2020","https://twitter.com/jessiew21/status/1311450072937308160","19098119","@w_terrence For real!  I wanted to hear more about his environmental and energy plan/ideas but Wallace was cutting him off the entire time!  Then Biden went on for more than 3 minutes uninterrupted talking about his love of China and the Paris accord."
"Wed Sep 30 23:40:02 +0000 2020","https://twitter.com/SPGCIAg/status/1311450765635063808","1252086380","China to keep #ethanol program steady, national blend rate seen at 4% @USGC's Southeast Asia director Manuel Sanchez | https://t.co/G6upFDF5ST

➡️US #corn sales to China shows insufficient domestic supply
➡️Vietnam, Indonesia, Thailand to stay top buyers of US #DDGS

#OATT https://t.co/i34F1tv1jI"
"Wed Sep 30 23:45:49 +0000 2020","https://twitter.com/KLeavitt45/status/1311452218948714497","1276245533145927680","NEW: President ⁦⁦@realDonaldTrump⁩
has signed an EO to expand the mining industry, alleviate unnecessary permitting delays, and reduce U.S. dependence on China for critical minerals! 

HUGE for hardworking miners across the Iron Range and beyond!  https://t.co/Bfw8Rs17jX"
"Wed Sep 30 23:52:58 +0000 2020","https://twitter.com/zachydg_/status/1311454018531659777","736035324640387072","thinking about the time i was overseas in china and this guy literally downloaded the messaging app signal and worked with my 14hr difference to chat &amp; we weren’t even together. now that’s commitment"
"Wed Sep 30 23:43:07 +0000 2020","https://twitter.com/melovillareal/status/1311451541484773376","64297840","China Cittaslow builds “Gaochun model” in ten years, demonstrating Chinese quality https://t.co/2kR3HHaIJA"
"Wed Sep 30 23:40:36 +0000 2020","https://twitter.com/EveKeneinan/status/1311450905171169280","161163433","Taking his cues from Biden’s line about his son taking money from Burisma (Ukraine), Russia, and China."
"Wed Sep 30 23:45:00 +0000 2020","https://twitter.com/magnetic_pajama/status/1311452015348846592","1902015966","Most headlines focus on how much the U.S. owes China debt. 

This is a distraction from the fact that U.S. Treasury has been borrowing from the retirement money promised to people as Social Security."
"Wed Sep 30 23:40:56 +0000 2020","https://twitter.com/XallyWho/status/1311450992865472512","959943347216384000","Pope denies audience with Pompeo; Vatican warns against playing politics over China.
Pompeo, a fake diplomat without diplomatic skills.
Extraordinary! The Pope is pissed off by Pompeo, not meeting him. 👍
https://t.co/a96RVmA5kw"
"Wed Sep 30 23:50:06 +0000 2020","https://twitter.com/PatP887/status/1311453297350340609","1033020012737388545","@CTVNews Now ask PMJT to condemn China! Or the other countries that he spent time trying to bribe for his coveted UN seat."
"Wed Sep 30 23:53:12 +0000 2020","https://twitter.com/scottlincicome/status/1311454076551524352","100250921","I, for one, am shocked - SHOCKED - that this administration isn't actually laser-focused on corralling China and is instead just a bunch of myopoic protectionists."
"Wed Sep 30 23:49:37 +0000 2020","https://twitter.com/cleanairasia/status/1311453176957075456","65597039","""China's carbon neutral pledge will contribute greatly to the world's fight against #climatechange"" - Our #China Director Dr Fu Lu talks about the significance of China's #sustainabledevelopment targets and how it can achieve its #carbonneutral goal. https://t.co/sTPlZbwn4i"
"Wed Sep 30 23:41:34 +0000 2020","https://twitter.com/j_laurenceson/status/1311451149191442434","2738976144","⁦@batesgill1⁩: “The hard debate to come in formulating a more realistic China policy cannot avoid the realities China will present us. But we are better prepared for the debate being clear-eyed about the China that is, rather than the China we wish”. https://t.co/GecVR3GJIh"
"Wed Sep 30 23:37:08 +0000 2020","https://twitter.com/ShibleyTelhami/status/1311450032785293317","895017068","The Vatican says it had denied a request from Mike Pompeo for an audience with Pope Francis, accusing the Secretary of State of trying to drag the Catholic Church into the U.S. presidential election by denouncing its relations with China. https://t.co/meItcl1h0g"
"Wed Sep 30 23:38:50 +0000 2020","https://twitter.com/CTIronman/status/1311450462806212609","148756631","Dunno, he was running a ton of anti China ads"
