created_at,url,full_text,user_id_str,user/location
Mon Nov 30 23:53:05 +0000 2020,https://twitter.com/zebrasfly/status/1333559709320712192,Scott Morrison demands apology after Chinese government spokesperson shares ‘falsified’ and ‘repugnant’ depiction of ADF soldier  https://t.co/IHptmDlmjl,15476901,"Tucson, Arizona"
Mon Nov 30 23:52:46 +0000 2020,https://twitter.com/AranErdebilli/status/1333559628496396290,"Scott Morrison demands apology after Chinese government spokesperson shares ‘falsified’ and ‘repugnant’ depiction of ADF soldier  
https://t.co/ipiuYfvsLK",1056542214,"Nebraska, NE"
Mon Nov 30 23:51:51 +0000 2020,https://twitter.com/DrewPavlou/status/1333559396337520641,"Just a thought: Rather than support the Chinese government‘s hypocritical attacks on Australia’s human rights record, now could be a good time for Australian progressives to reflect on the fact that our largest economic trading partner is waging genocide against Muslims.",1133510366422392833,LA US
Mon Nov 30 23:50:34 +0000 2020,https://twitter.com/The_NewArab/status/1333559076492554243,A Chinese government spokesman posted the fake image to twitter amid escalating tensions between Canberra and Beijing https://t.co/2neDkYR7wt,2380259108,"New Orleans, Louisiana"
Mon Nov 30 23:50:33 +0000 2020,https://twitter.com/Ie02794988Ie/status/1333559069022425088,"@Jomoboy_Photog @zlj517 Maybe you dislike Chinese government.But the world need someone speak for Afghanistan.After all,Afghanistan friends lost much by war.",1312760479056449536,us
Mon Nov 30 23:50:28 +0000 2020,https://twitter.com/qland12/status/1333559048529035264,@abcnews Chinese government should sack that official. @PDChina @PDChinaBusiness @SBS #China,2823010627,FL
Mon Nov 30 23:48:50 +0000 2020,https://twitter.com/Bornfree1953/status/1333558638045143041,Australian MPs unite to condemn 'grossly insulting' Chinese government tweet https://t.co/LODRZGtrDO World can't allow democracy to be bullied by communism. In light of Covid's real chemical warfare connections to China. Find new trading partners; Increase tariffs on it's exports,769064218842767361,United States
Mon Nov 30 23:48:48 +0000 2020,https://twitter.com/LarwomanLaura/status/1333558629144928256,"@CNN @kaitlancollins Yep and let's deal with that issue later. Right now, a certain orange loser is allowing this virus to run unchecked at home. 

And let's remember, the Chinese people are NOT to blame. They've suffered through this and more. It's the Chinese GOVERNMENT that deserves our scorn.",2736916973,"Minnesota, MN"
Mon Nov 30 23:46:54 +0000 2020,https://twitter.com/bene17960527/status/1333558152462123009,@David13353252 @Bignene12 @SkyNewsAust .... you read too much news from the media which is creating more fake news about Chinese government everyday....,1144096457240252416,U.S.A
Mon Nov 30 23:45:47 +0000 2020,https://twitter.com/DanielAFee1/status/1333557870575677440,"@DonaldJTrumpJr Then tell Ivanka to give back all those trademarks the Chinese government gave her. 

@StephMillerShow @frangeladuo @bobcesca_go",4470735255,"Colorado, CO"
Mon Nov 30 23:44:56 +0000 2020,https://twitter.com/kvetchings/status/1333557655743340544,Straight up the Australian government is more offended that a Chinese government official pointed out that members of their military committed crimes against humanity than the actual hideous atrocities themselves. It's repugnant and morally outrageous.,21271782,"Washington, District of Columbia"
Mon Nov 30 23:43:18 +0000 2020,https://twitter.com/nystripsteak/status/1333557246656212999,@TomBevanRCP I would like to thank the Chinese government for enabling a woman to play for the worst team in the SEC 👏🏼👏🏼👏🏼,96337597,us
Mon Nov 30 23:42:07 +0000 2020,https://twitter.com/SamWicks10/status/1333556949544169472,"@lauri3liu @HuXijin_GT Oh good, a private citizen drew it and the Chinese government published it.. how interesting it is 😂😂! I wonder whether what if that artist draws how the Coronavirus (escaped) was managed in Wuhan killing millions of innocents around the world and ruining economies ha??",1333292104659869696,us
Mon Nov 30 23:41:09 +0000 2020,https://twitter.com/admburns/status/1333556707021172739,@mi6rogue So it may have been worse than the Chinese government said.,792493344,CO US
Mon Nov 30 23:38:14 +0000 2020,https://twitter.com/chris112sc/status/1333555973315850241,"The Chinese government lied to the whole world. What a shocker. This isn't some alt-right reporting, this is CNN...",2266399645,SD
Mon Nov 30 23:35:50 +0000 2020,https://twitter.com/JamesW228/status/1333555368685780993,"@pengyu002002 @arronhigham1 @NewshubPolitics Based on available evidence it's true, if there's nothing to hide their why are the Chinese government hiding it?",744403435,us
Mon Nov 30 23:35:17 +0000 2020,https://twitter.com/OChacon6/status/1333555227837030402,"""Australia demands apology after Chinese government spokesperson shares ‘falsified’ and ‘repugnant’ depiction of Australian soldier""  https://t.co/I3qfCDUuno",1251988171098857473,us
Mon Nov 30 23:33:24 +0000 2020,https://twitter.com/bimbolynn/status/1333554753570099203,@zlj517 If the Chinese government are too cowardly to work things out with Australia than you have no right to act like crying babies and send immature tweets. There is a special place in hell for China.,1333553353846972421,"Memphis, Tennessee"
Mon Nov 30 23:31:40 +0000 2020,https://twitter.com/TrevorJ20110490/status/1333554320466354176,"@macsween_prue Agreed, STOP supplies of all descriptions to China regardless if the cost. STOP Chinese ownership of property and business in Australia. The Chinese Government's track record of Human Rights and treatment of their own people is well known. Hypocrisy to the Maximum.",895236749550428161,"Tennessee, TN"
Mon Nov 30 23:31:32 +0000 2020,https://twitter.com/JohnHea0855/status/1333554286723174400,@MatthewBevan @RNBreakfast Seems to be a Chinese government corporate thruster!,845029439683493888,"Montana, MT"
Mon Nov 30 23:31:06 +0000 2020,https://twitter.com/Klb0415/status/1333554177688043520,"@iknowu_nn @catofong4 @Twichen @zlj517 @ScottMorrisonMP One of these days, the wusses in the Chinese government might admit to their many disgusting deeds and the world will shake from the 'thud' as the rest of the world faints.",949611655394074624,"Michigan, MI"
Mon Nov 30 23:29:22 +0000 2020,https://twitter.com/CornellDave/status/1333553741073563648,"@zlj517 Anyone else see the irony in a Chinese Government official commenting on a platform that his own people are not permitted to use, being Twitter? Keep them in the dark and feed them BS.",487420424,OR US
Mon Nov 30 23:28:16 +0000 2020,https://twitter.com/voltron19849/status/1333553463901396993,"@TheLeadCNN As always, evidence that the Chinese government is never to be trusted. Period.",1270265739598012416,"Columbus, Ohio"
