url,created_at,user_id_str,full_text,user/location
https://twitter.com/WangXianfeng8/status/1245090794215702530,Tue Mar 31 20:49:12 +0000 2020,1123528448331456512,"The Chinese government has provided 120 countries and 4 international organizations with medical supplies including surgical and N95 masks, protective gear, nucleic acid testing kits and ventilators, Foreign Ministry spokeswoman Hua Chunying said. #coronavirus #Covid_19 @zlj517 https://t.co/mw2JKUwVPN",U.S.A
https://twitter.com/p0nc_/status/1245046326825533441,Tue Mar 31 17:52:30 +0000 2020,3222619386,"Low iq fart: ""The Chinese did such a good job at keeping on top of the virus... Its essentially plateaued out""

The Chinese government: https://t.co/UHfVWaRRdF", 
https://twitter.com/John50213207/status/1245110965122801666,Tue Mar 31 22:09:21 +0000 2020,1135947664854573062,"The Chinese government are totally responsible for their global epidemic, pandemic known as the Chinese Virus, they and they alone are responsible for keeping their deadly Virus secret from the world for 2 months. The Chinese Gov' are complete Liars, and cannot be trusted. EVER.",TX US
https://twitter.com/ianjparrott1/status/1245036807756173312,Tue Mar 31 17:14:41 +0000 2020,915763742,"Keep seeing all these #5G videos, looks scary, government needs to sort this out ffs, &amp; there letting the Chinese put them everywhere, the same Chinese government that lied about #coronavirus https://t.co/O40o76lvXh","San Antonio, Texas"
https://twitter.com/KilllerBee777/status/1245090019330621440,Tue Mar 31 20:46:07 +0000 2020,739699089701535744,Yeah if we could only believe the lying Communist Chinese government.  Their deception and coverup placed the rest of the world in danger and now continue to actively thwart the global efforts... #ChinaLiedPeopleDie,"Georgia, GA"
https://twitter.com/ketan83/status/1245023355620581376,Tue Mar 31 16:21:14 +0000 2020,57275961,"Didn't the Chinese Government had put a ban on Animal Meat? 🤔 
@prernabindra @ParveenKaswan @BittuSahgal @vivek4wild
https://t.co/pN8sZXPQS1","Kansas, KS"
https://twitter.com/joseph_gellman/status/1244964380271353856,Tue Mar 31 12:26:53 +0000 2020,833753725487427584,There currently exists no organisation more despicable than the Chinese government,"Tennessee, TN"
https://twitter.com/AdamMaina_/status/1244965944037912577,Tue Mar 31 12:33:06 +0000 2020,1291061156,"Wuhan residents believe total coronavirus death toll could be 42,000 and not 2,300 as the Chinese government reports.

https://t.co/Of3vzzKFEv",us
https://twitter.com/ArchRose90/status/1245061749109338113,Tue Mar 31 18:53:47 +0000 2020,1647291168,"There’s a strong correlation between people who instantly believe propaganda from the Chinese government &amp; those who didn’t believe Boris tested positive for covid19 because he didn’t cough in his video.

I feel sorry for the people stuck in lockdown with them.",U.S.A
https://twitter.com/PaigeSully88/status/1245033297706733576,Tue Mar 31 17:00:44 +0000 2020,918982938519265280,"Media won’t call out Chinese government for their wrong doing out of fear it minimizes the blame they can place on Trump.

It’s disgusting.","Delaware, DE"
https://twitter.com/Thomas1774Paine/status/1245055829461647360,Tue Mar 31 18:30:16 +0000 2020,275276082,'It can't be right': Wuhan residents say Chinese government is under-reporting coronavirus deaths https://t.co/mgDRXwky17,"El Paso, Texas"
https://twitter.com/Vets4AP/status/1245004224041299968,Tue Mar 31 15:05:12 +0000 2020,982640749824151553,The Chinese government must be throwing them a ton of cash.,FL
https://twitter.com/PaigeSully88/status/1245024749610303490,Tue Mar 31 16:26:46 +0000 2020,918982938519265280,The Chinese government’s misinformation and secrecy about a deadly virus originating in their country is at least bio warfare adjacent.,United States
https://twitter.com/akidnamedrager/status/1245021519073488898,Tue Mar 31 16:13:56 +0000 2020,305370703,The Chinese Government and Carole Baskin both lying.,"Alabama, AL"
https://twitter.com/chiIIum/status/1245027408572448770,Tue Mar 31 16:37:20 +0000 2020,466183294,"The Chinese government caused this worldwide pandemic. It started in Wuhan. It should have stopped in Wuhan, but the Chinese government covered up, lied, and destroyed evidence.",United States
https://twitter.com/Gplavallee72/status/1245118048505171968,Tue Mar 31 22:37:30 +0000 2020,2616847636,"Twice the number of REPORTED cases as China.

You understand the difference, right?

Jesus, at some point you have to start thinking that they're PURPOSELY doing this on behalf of the Chinese government...","Oakland, California"
https://twitter.com/DSmykal/status/1245027087305539584,Tue Mar 31 16:36:03 +0000 2020,1175982760785113088,@PakistanFirst__ @MFA_China By selling them fake tests and broken masks. The Chinese government is evil to its core.,"San Diego, California"
https://twitter.com/AfrDiasporaNews/status/1245128981898240000,Tue Mar 31 23:20:57 +0000 2020,95729357,"Dr Ai Fen went public to expose the coronavirus. Now the Dr is missing. The Chinese government is completely responsible for the deaths of this pandemic. Dr Fen is the second Chinese doctor that exposed the truth. China is a oppressive regime.
 https://t.co/MZjqtLQJCi","Virginia Beach, Virginia"
https://twitter.com/thiagocurtis/status/1245050927033331713,Tue Mar 31 18:10:47 +0000 2020,26571981,"The Chinese government has waged a months-long disinformation campaign to portray itself as the country that defeated the virus, when it attempted to hide it for months. https://t.co/oyJ7MRapqA","Nevada, NV"
