url,full_text,created_at,user_id_str,user/location
https://twitter.com/antielabhk/status/1377407745083707397,"Abuse of @TheJohnSudworth &amp; his colleagues at #BBC form part of a pattern of harassment &amp; intimidation that obstructs the work of foreign correspondents in #China.
#PressFreedom #Uyghurs #BoycottChina #democracy #BoycottBeijingOlympics #boycottBeijing2022 https://t.co/OsIWIeBUND",Wed Mar 31 23:49:32 +0000 2021,1135626132097683457,"Nevada, NV"
https://twitter.com/FluorescentGrey/status/1377404014598361091,"it is interesting how much focus has been taken away from Israel's treatment of Palestinians and the US government's treatment of muslim detainees after being bombarded by negative China press in western media, i guess it's just a coincidence",Wed Mar 31 23:34:42 +0000 2021,2433056592,United States
https://twitter.com/yautsimmongkml/status/1377408807668609025,"@Independent Glad that the US #StandWithHongKong . Now as situation deteriorates in an uncontrolled speed, it’s time for the democratic world to stay united against China’s barbaric acts, by stronger actions.",Wed Mar 31 23:53:45 +0000 2021,1278171815412711424,"Maine, ME"
https://twitter.com/new27brigade/status/1377406053646655488,"Taiwan's military has decided to buy an upgraded version of the Patriot missile from the U.S. to counter China's growing threat against the country, according to a Ministry of National Defense (MND) report on Wednesday.
https://t.co/EMBL8SFWtn",Wed Mar 31 23:42:48 +0000 2021,1254084570275655680,"Boston, Massachusetts"
https://twitter.com/apesexIegend/status/1377409895830536192,@Germiili it’s so weird that people think that china oppressing uyghurs and the USA using it for their propaganda war are mutually exclusive,Wed Mar 31 23:58:04 +0000 2021,1025802681561096193,U.S.A
https://twitter.com/ThomasPogge/status/1377404531491840002,"Meanwhile, in the Trumpish parts, this is how U.S. 6th-graders get tested for their knowledge about China.",Wed Mar 31 23:36:45 +0000 2021,2577286614,"Montana, MT"
https://twitter.com/MikeMcPickles/status/1377405113048821763,"@DFisman But we shouldn't be part of a US led propaganda war against China. Find the whole story, fine, but the US feels their hegemony threatened.",Wed Mar 31 23:39:04 +0000 2021,494271016,"Virginia Beach, Virginia"
https://twitter.com/DaveKozlov/status/1377409827681357824,"@thumblesteen Marxists “Capitalism is unable to eradicate extreme poverty”
Also Marxists “China is capitalist even if they have eradicated extreme poverty”",Wed Mar 31 23:57:48 +0000 2021,1153108040746524673,"Las Vegas, Nevada"
https://twitter.com/dhaywood99/status/1377406723737018372,"@ManuZingar @Robillard I want bullet trains. Let’s catch up to Japan and China. It’s also amazing traveling through Europe on trains. Plus, I’m tired of feeling like I’m going to vomit every time I take off and land on a plane.",Wed Mar 31 23:45:28 +0000 2021,3707001377,"Vermont, VT"
https://twitter.com/BW/status/1377406060617695233,"$4,230 electric vehicles are tapping into a new type of customer in China that Tesla can’t reach https://t.co/t4IGkSUloF",Wed Mar 31 23:42:50 +0000 2021,67358777,"Alaska, AK"
https://twitter.com/Nyo2102/status/1377406314838511616,"@antonioguterres @Four_Freedoms @UN Meanwhile in Myanmar, 54 millions ppl are appalled by the UNSC’s another failure to take decisive &amp; meaningful action against the junta at today’s meeting. UN &amp; UNSC don’t match Myanmar people’s courage. It’s a shame UNSC gets repeatedly bullied by China. It lost its credibility.",Wed Mar 31 23:43:51 +0000 2021,1357430373765025800,us
https://twitter.com/TheWilsonCenter/status/1377406359189159940,"Schwarzman Scholar @Lucille_Greer_ discusses how sanctions on Iran effects China:
https://t.co/wL6YQtE8Ye",Wed Mar 31 23:44:01 +0000 2021,382129509,"Nashville-Davidson, Tennessee"
