"full_text","url","user_id_str","created_at"
"🍁 Trudeau tied to China 🍁
""The diplomat instructed Mr. Zhang to donate $1-Million to the Trudeau Fondation, and told him the Chinese government would reimburse him."" https://t.co/QZm0o2pQAW","https://twitter.com/MajBackpayne/status/1630555765705416704","902309553223733248","Tue Feb 28 13:09:23 +0000 2023"
"“The real story, the great outrage of this story is that the people who knew or should have known the truth lied about the truth. Why? To hide the Chinese government’s role in mass murder, the killing of almost 7 million people and the destruction of the American economy.” https://t.co/HWCQgrg2CU","https://twitter.com/mtwnke/status/1630405098894491650","832663901246361600","Tue Feb 28 03:10:41 +0000 2023"
"It looks like our government is not on OUR side.
The origins of COVID were never a secret. The real story — the greatest outrage — is that the people who knew or should have known the truth lied about it in order to hide the Chinese government’s role in mass murder. https://t.co/LXyvnrjHe4","https://twitter.com/UrantianL/status/1630648031120080896","1518936509717483520","Tue Feb 28 19:16:01 +0000 2023"
"The Chinese government oppresses the people, robs the people's houses and property, the Chinese government is shameless https://t.co/JDjmpHZ8oL","https://twitter.com/Goodday79333767/status/1630571708104015872","1412209668785594370","Tue Feb 28 14:12:44 +0000 2023"
"Sen. Ted Cruz: ""This virus escaped from the CCP lab and we know have the bombshell report not one but two agencies from the Biden administration have concluded the COVID-19 virus came from a Chinese government lab."" https://t.co/oFhq6LDrY6","https://twitter.com/NewsBecker/status/1630407357179260928","1338580797977210880","Tue Feb 28 03:19:40 +0000 2023"
"“I can't unsee what I went through,” said Tursunay Ziyawudun, a Uyghur dissident who described being sterilized, raped and detained with 20 others in a 4 x 4-meter meter room during two stints in Chinese government detention camps in 2017 and 2018. https://t.co/tp0wfy2VeI","https://twitter.com/committeeonccp/status/1630694700477820928","1619059471484948480","Tue Feb 28 22:21:28 +0000 2023"
"So will Biden hold the Chinese government accountable","https://twitter.com/rubesloan12369/status/1630390344708681730","1535779487081713664","Tue Feb 28 02:12:04 +0000 2023"
"There is a big difference between the Chinese government and its institutions and the Chinese people. 
It is not racist for Canadians who fear their country is being spied upon to want to investigate the Chinese govt 
It is PP’s biggest failing that he hasn’t pointed this out.","https://twitter.com/mdt546/status/1630532874104365058","1544107707946369027","Tue Feb 28 11:38:25 +0000 2023"
"Wow.

Trudeau admits he and the Liberal Party disregarded national security concerns by our counter-intelligence service in approving the nomination and candidacy of almost a dozen Liberals purchased by the communist Chinese Government.  

There is no way his government survives.","https://twitter.com/miket136/status/1630311660224389120","370422357","Mon Feb 27 20:59:24 +0000 2023"
"""We are watching closely,""  China will pay a real price if it provides military support to Russia- US national security advisor Jake Sullivan.

The US has intelligence that the Chinese government is considering providing Russia with drones and ammunition for use in the war, three https://t.co/MnWN9BxO8i","https://twitter.com/PanchvatiNashik/status/1630440184750694401","1951526342","Tue Feb 28 05:30:06 +0000 2023"
