"url","user_id_str","full_text","created_at"
"https://twitter.com/The_Raven97/status/1575997786486865920","1173753762432868354","@NoFreeMedia @afshinrattansi @georgegalloway It is good to see BRICS supporting each other. The Shanghai Cooperation Organization should show the same unity. Unity is their best defense against the NATO/EU. @MFA_China @mfa_russia @PMOIndia @China2ASEAN @IRIMFA_EN @MahuiChina @EmbaVENigeria @AmbCuiTiankai","Fri Sep 30 23:55:27 +0000 2022"
"https://twitter.com/DAVEWILLISON1/status/1575994294414213120","777812617","Not a good look.. I have watched the USA going backwards since Ronald Reagan and in all those years  China and Russia have continually gained strength The good life makes us soft and when we do have it, it's unappreciated anyway","Fri Sep 30 23:41:35 +0000 2022"
"https://twitter.com/LynneBailey/status/1575989887287058432","33493364","I am beyond fkd off with this administration.  All they do is push racial hatred and divide. Not to mention the fact they are utterly useless and beholden to China.","Fri Sep 30 23:24:04 +0000 2022"
"https://twitter.com/JamesHu29812484/status/1575993529863901185","1402375376","Heavenly Pit, this sinkhole (the largest in the world) formed over the limestone Difeng cave carved by a powerful underground river. Located in Fengjie China the collapsed ceiling opening is 2,045 ft. in length and 1,762 ft. wide. Over 1,200 species of flora and fauna reside here https://t.co/zJQhHltzY4","Fri Sep 30 23:38:32 +0000 2022"
"https://twitter.com/FosterGamble/status/1575994723042574336","409421124","China sets the stage for the Great Reset, providing an example for what the rest of the world will look like if the World Economic Forum has its way. #thrive #freedom #WEF #china #survalliancestate
https://t.co/thMjm4CEIQ","Fri Sep 30 23:43:17 +0000 2022"
"https://twitter.com/smilingoutloud2/status/1575998795011088385","872964081019478016","@Nero_was_Right @cbouzy We know that. She had connections to China and Ivanka got all those trademarks from them.","Fri Sep 30 23:59:28 +0000 2022"
"https://twitter.com/zilinda_zi/status/1575997711836278784","4824306846","Why not they wear masks? Why they need to show faces for the rumors of substitutes or for the convince. China is a hell game arena","Fri Sep 30 23:55:09 +0000 2022"
"https://twitter.com/bushgoddess/status/1575993635103182852","95306199","…..and eon long practises which have been effective?
I think of Ayurvedic and Chinese medicines - respectively 5,000 and 3,000 years old. interesting coincidence is India and China have highest populations…..?","Fri Sep 30 23:38:57 +0000 2022"
"https://twitter.com/Franklinaire/status/1575996278701424650","29643695","imagining Lizzo taking the stage wearing the Shroud of Turin and then producing the Imperial Seal of China and really setting the world on fire","Fri Sep 30 23:49:28 +0000 2022"
"https://twitter.com/Mchonos/status/1575994831725551617","40873749","If anything, a comparable rhyme should be Ukraine = Mongolia and Russia = China. Then these new regions: Kherson, Zaporizhzhia, Luhansk and Dontesk are Ningxia, Suiyuan, Rehe and Chahar - early beginnings of colonization/incorporation/provincialization of Inner Mongolia to China","Fri Sep 30 23:43:43 +0000 2022"
"https://twitter.com/TheEconomist/status/1575993157900271616","5988062","While extending China’s power globally, the president has kept himself cloaked in mystery https://t.co/rO1wMo9xp7","Fri Sep 30 23:37:04 +0000 2022"
"https://twitter.com/RichardGowan1/status/1575990526221766656","364534938","Partly because India continues to triangulate over Ukraine, but also: 

China is a P5 seat in the UNSC, India is not, and India has typically wanted to keep it territorial disputes out of UNSC. 

It was e.g. China that brought Kashmir into UNSC in 2019 for first time since 1971..","Fri Sep 30 23:26:36 +0000 2022"
"https://twitter.com/dwnews/status/1575991632087769094","6134882","The Ukrainian leader of a pro-Taiwan caucus of lawmakers in Kyiv has said China is ""proving to be a friend of our enemy."" He added Taiwan could play a role in rebuilding Ukraine.

https://t.co/5YaYf43g8C","Fri Sep 30 23:31:00 +0000 2022"
"https://twitter.com/AtlanticCouncil/status/1575990540046192640","18267548","The @AtlanticCouncil was honored to host Canadian Foreign Minister @melaniejoly for a discussion with @cnn’s @jimsciutto today.

They talked about Russia’s plans to annex Ukrainian territories, and about NATO, China, and more.

Read the #ACFrontPage recap: https://t.co/jFHDxFEg2h https://t.co/yS85AQR20i","Fri Sep 30 23:26:39 +0000 2022"
"https://twitter.com/Mattrox_73/status/1575994642188754945","531112411","@royslions @petryan Pffft. Port initially was focusing on the China strategy. 

To insert a team in order to refuce dominance of another is negative. Stupid to penalise a club for success.

Crows could have lost 6 players in the latest expansion.  Only lost 3....","Fri Sep 30 23:42:57 +0000 2022"
"https://twitter.com/genotwiggy420/status/1575998585564409856","1441891293752217601","@SpiroAgnewGhost Since Coco was born in Taiwan she probably doesn't love China","Fri Sep 30 23:58:38 +0000 2022"
"https://twitter.com/JDrunkuncle/status/1575992401843302400","1864981164","@ChoppsPete @SilencedMe1984 @emontzka @mmpadellan @Teresa_Denemy China and India has remained silent since the invasion started…which is quite telling…China isn’t bout to jump in on this…nato itself could handle Russia and China wants to wait a few more years until they feel that they’re ready to invade Taiwan..now North Korea maybe lol","Fri Sep 30 23:34:03 +0000 2022"
"https://twitter.com/ewong/status/1575997162059620352","39030654","Biden struck at Putin for his new effort to annex part of Ukraine — calling on the world to denounce it and enacting new sanctions against Russian companies &amp; officials. But big powers, notably China &amp; India, remain partners of Russia. w/ @michaelcrowley. https://t.co/6XjE4XAiEx","Fri Sep 30 23:52:58 +0000 2022"
"https://twitter.com/SamarthMittal/status/1575997980619919360","332743313","@GeringTuvia China should get used to Indian presence in Central Asia, South China Sea and others. We have had Cholas, Mughals, Kushans etc there.","Fri Sep 30 23:56:13 +0000 2022"
"https://twitter.com/suryakane/status/1575998252499238913","1281203784484610048","Russia will be keen to hedge itself. Sure, its role will grow as China’s most important energy supplier. But Moscow will not neglect its relationship with India, a less powerful but potentially valuable counterbalance against its largest trading partner and “friend,” China.","Fri Sep 30 23:57:18 +0000 2022"
"https://twitter.com/1taiwantalk/status/1575993145778528256","1404229998","@GundamNorthrop I really cannot understand how people in China could do this kind of 黑店 business &amp; sleep at night. #taiwan still had some of that tendencies but at least gutter oil &amp; cutting corners 偷工減料 have vastly diminished. this is counter intuitive of a long running civilization","Fri Sep 30 23:37:01 +0000 2022"
"https://twitter.com/hkfp/status/1575997454927167489","3071162052","HKFP_Live: Hong Kong celebrates China's National Day with flag raising ceremony and reception https://t.co/LhVHHKusdE","Fri Sep 30 23:54:08 +0000 2022"
"https://twitter.com/tspencer322/status/1575995209330003968","2217620740","@Tony_Denaro Yup! China not doing so well, Credit Sussie isn’t good, Black rock  acting sus. 

I hope this is a turnaround for the market coming up.","Fri Sep 30 23:45:13 +0000 2022"
"https://twitter.com/dissectmarkets/status/1575993370136018945","1196304745603817472","@unusual_whales October is also when the seas are calm and China could attack Taiwan

October is also the start of winter time. A hard ground would make it easier for Russians to send a flood of tanks and other heavy armor to Ukraine.

Geopolitically, it’s a dangerous month.","Fri Sep 30 23:37:54 +0000 2022"
"https://twitter.com/julianku/status/1575997680928579584","34447580","Sure. ""A Google spokesperson told TechCrunch via email that the company has discontinued Google Translate in mainland China “due to low usage.”"" https://t.co/1vEjWRaudg","Fri Sep 30 23:55:02 +0000 2022"
"https://twitter.com/voxdotcom/status/1575997576473726976","2347049341","In a single day, we interact with hundreds of computer chips, most no larger than a penny. But in recent months, the world’s dependence on these chips has also put them at the center of mounting tensions between the US and mainland China over Taiwan.

 https://t.co/vipQEI9h0G","Fri Sep 30 23:54:37 +0000 2022"
"https://twitter.com/FBumbleberg/status/1575991950934937602","809478257301188609","@LizQueef @KyivPost That cannot happen. Ukraine cannot and will not concede any land to Russia. If they did decide to do that, it would be a disaster for global peace and stability as it will give a clear sign to China that Taiwan can be taken by force.","Fri Sep 30 23:32:16 +0000 2022"
"https://twitter.com/robwelch97/status/1575992456214351872","134903402","@GretaThunberg You might earn a tad more respect if you campaigned as vigorously in India, China, Russia, &amp; Brazil …. For starters! But then you’d have to plead the British govt gets you out of whatever hell hole you find yourself in under arrest","Fri Sep 30 23:34:16 +0000 2022"
"https://twitter.com/CastelinoJenny/status/1575995761615306754","1255437357827964934","@PeterSweden7 They will mirror exactly what is happening in China - your digital money expires after a period of time leaving you broke and at the behest of your https://t.co/Nbu28eelKg will also be locked out if you don’t take the next 💉dose connecting you to the ‘ internet of beings’","Fri Sep 30 23:47:24 +0000 2022"
"https://twitter.com/defaultusert/status/1575994694894379009","1548850166714736640","@StanphylCap Interesting battle apple chooses. Maybe they should investigate themselves over their quasi-slave labor in china.","Fri Sep 30 23:43:10 +0000 2022"
"https://twitter.com/zero_liberator/status/1575995271481536512","1072000800270901248","@JoshuaSteinman The only thing GOs can tell you about meaningful tech from China is if they are lobbying for it on post retirement. Even then, they are just cashing checks for access.","Fri Sep 30 23:45:27 +0000 2022"
"https://twitter.com/New_Narrative/status/1575998681152569346","241983890","The U.S. and China need to resume talks over Taiwan — away from the public eye, says think tank

 https://t.co/91l96a8B39","Fri Sep 30 23:59:00 +0000 2022"
"https://twitter.com/torrHL/status/1575994470771806209","25912403","“A fatal bus crash in southwestern China that killed 27 people being transferred to a quarantine facility has reignited public anger about the toll of strict anti-Covid measures meant to protect the Chinese public.”

https://t.co/dyU9fbrJQb","Fri Sep 30 23:42:17 +0000 2022"
"https://twitter.com/BloombergAsia/status/1575991656209326080","588261604","When Covid-19 first hit, China halted exports of lab monkeys. Two years later the ban remains in effect—and it’s taking a toll on drug development https://t.co/EnjFlklvnG","Fri Sep 30 23:31:06 +0000 2022"
"https://twitter.com/MelissaJPeltier/status/1575993131606347779","18184205","@UrbanAchievr Except Trump appointed his “China Loving Wife” to his own cabinet.","Fri Sep 30 23:36:57 +0000 2022"
